query,function,identifier,url,score
replace in file,"@Override
    public CSRelatedNodeWrapper newCSRelatedNode(CSNodeWrapper node) {
        final CSNodeToCSNode joiner = new CSNodeToCSNode();
        joiner.setRelatedNode((CSNode) node.unwrap());

        return getWrapperFactory().create(joiner, false, CSRelatedNodeWrapper.class);
    }",DBCSNodeProvider.newCSRelatedNode,https://github.com/pressgang-ccms/PressGangCCMSDatasourceProviders/blob/e47588adad0dcd55608b197b37825a512bc8fd25/database-provider/src/main/java/org/jboss/pressgang/ccms/provider/DBCSNodeProvider.java#L245-L251,1.4472389
replace in file,"@Override
    public Mono<Boolean> hexists(K key, K field) {
        return createMono(() -> commandBuilder.hexists(key, field));
    }",AbstractRedisReactiveCommands.hexists,https://github.com/lettuce-io/lettuce-core/blob/b6de74e384dea112e3656684ca3f50cdfd6c8e0d/src/main/java/io/lettuce/core/AbstractRedisReactiveCommands.java#L735-L738,1.4466237
replace in file,"public void setAverageVisible(final boolean VISIBLE) {
        if (null == averageVisible) {
            _averageVisible = VISIBLE;
            fireTileEvent(VISIBILITY_EVENT);
        } else {
            averageVisible.set(VISIBLE);
        }
    }",Tile.setAverageVisible,https://github.com/HanSolo/tilesfx/blob/36eb07b1119017beb851dad95256439224d1fcf4/src/main/java/eu/hansolo/tilesfx/Tile.java#L3277-L3284,1.4466045
replace in file,"@Override
    public boolean transmit(Packet packet, Address target) {
        checkNotNull(packet, ""Packet can't be null"");
        checkNotNull(target, ""target can't be null"");

        return send(packet, target, null);
    }",TcpIpEndpointManager.transmit,https://github.com/hazelcast/hazelcast/blob/8c4bc10515dbbfb41a33e0302c0caedf3cda1baf/hazelcast/src/main/java/com/hazelcast/nio/tcp/TcpIpEndpointManager.java#L285-L291,1.4459426
replace in file,"public static byte[] merge(byte[] signature, byte[] message) {
        byte[] result = new byte[signature.length + message.length];
        System.arraycopy(signature, 0, result, 0, signature.length);
        System.arraycopy(message, 0, result, signature.length, message.length);
        return result;
    }",Util.merge,https://github.com/abstractj/kalium/blob/e3baab3f00477fe4e4f83aaff5905e89e725c449/src/main/java/org/abstractj/kalium/crypto/Util.java#L54-L59,1.4457432
replace in file,"Object appropriateReturnObject(final Object returnedValue, final Object
            obj, final Method method) {
        if (returnedValue != null) {
            return returnedValue;
        } else {
            return appropriateReturnObject(obj, method);
        }
    }",SatisfyStepInterceptor.appropriateReturnObject,https://github.com/tapack/satisfy/blob/6948c3955503c8fddbd5e5f3cd69e6c99153330c/satisfy-commons/src/main/java/net/thucydides/core/steps/SatisfyStepInterceptor.java#L185-L192,1.444503
k means clustering,"public int checkedRead(byte[] buffer, int offset, int length) throws IOException {
		int amountRead = read(buffer, offset, length);
		if (amountRead == -1) {
			throw new IOException(""End of stream"");
		}
		return amountRead;
	}",ConnectionInputStream.checkedRead,https://github.com/spring-projects/spring-boot/blob/0b27f7c70e164b2b1a96477f1d9c1acba56790c1/spring-boot-project/spring-boot-devtools/src/main/java/org/springframework/boot/devtools/livereload/ConnectionInputStream.java#L94-L100,1.4270409
k means clustering,"@Override
    public Future<?> blink(long delay, long duration){
        return pin.blink(delay, duration, onState);
    }",GpioLEDComponent.blink,https://github.com/Pi4J/pi4j/blob/03cacc62223cc59b3118bfcefadabab979fd84c7/pi4j-device/src/main/java/com/pi4j/component/light/impl/GpioLEDComponent.java#L126-L129,1.4244415
k means clustering,"@Override
    public void writeInt64(final long value) {
        checkPreconditions(""writeInt64"", State.VALUE);
        doWriteInt64(value);
        setState(getNextState());
    }",AbstractBsonWriter.writeInt64,https://github.com/mongodb/mongo-java-driver/blob/a92d47e2e9f2fca55d09229a0a2e2cdc714db085/bson/src/main/org/bson/AbstractBsonWriter.java#L444-L449,1.421405
k means clustering,"public T cc(final EmailAddress... ccs) {
		this.cc = ArraysUtil.join(this.cc, valueOrEmptyArray(ccs));
		return _this();
	}",CommonEmail.cc,https://github.com/oblac/jodd/blob/85ad7f813ec0e07ecd27042aeb47ff2047631fa5/jodd-mail/src/main/java/jodd/mail/CommonEmail.java#L403-L406,1.4208872
k means clustering,"public MediaItemStatusAssert hasPlaybackState(@MediaItemStatusPlaybackState int state) {
    isNotNull();
    int actualState = actual.getPlaybackState();
    //noinspection ResourceType
    assertThat(actualState) //
        .overridingErrorMessage(""Expected playback state <%s> but was <%s>."",
            playbackStateToString(state), playbackStateToString(actualState)) //
        .isEqualTo(state);
    return this;
  }",MediaItemStatusAssert.hasPlaybackState,https://github.com/square/assertj-android/blob/7d4da5c468bce780e43c243853d5b8f1e7b93135/assertj-android-mediarouter-v7/src/main/java/org/assertj/android/mediarouter/v7/api/media/MediaItemStatusAssert.java#L42-L51,1.4196888
k means clustering,"@Override
  public CountResultDto getHistoricExternalTaskLogsCount(UriInfo uriInfo) {
    HistoricExternalTaskLogQueryDto queryDto = new HistoricExternalTaskLogQueryDto(objectMapper, uriInfo.getQueryParameters());
    return queryHistoricExternalTaskLogsCount(queryDto);
  }",HistoricExternalTaskLogRestServiceImpl.getHistoricExternalTaskLogsCount,https://github.com/camunda/camunda-bpm-platform/blob/1a464fc887ef3760e53d6f91b9e5b871a0d77cc0/engine-rest/engine-rest/src/main/java/org/camunda/bpm/engine/rest/impl/history/HistoricExternalTaskLogRestServiceImpl.java#L76-L80,1.4192284
k means clustering,"public void uninstall(boolean checkDependency, String productId, Collection<File> toBeDeleted) throws InstallException {
        String[] productIds = new String[1];
        productIds[0] = productId;
        uninstall(checkDependency, productIds, toBeDeleted);
    }",Director.uninstall,https://github.com/OpenLiberty/open-liberty/blob/ca725d9903e63645018f9fa8cbda25f60af83a5d/dev/com.ibm.ws.install/src/com/ibm/ws/install/internal/Director.java#L1870-L1874,1.4180152
k means clustering,"public ListResult<T> post(SocializeSession session, String endpoint, List<T> objects, boolean isJSONResponse) throws SocializeException {
		return provider.post(session, endpoint, objects, isJSONResponse);
	}",SocializeApi.post,https://github.com/socialize/socialize-sdk-android/blob/23044d66c83718fe5c3f6f4b7b4033ac5b06fbee/sdk/src/com/socialize/api/SocializeApi.java#L244-L246,1.4175284
k means clustering,"@Override
    public void deserialize(Block block, int index, TriStateBooleanState state)
    {
        state.setByte(BOOLEAN.getBoolean(block, index) ? TRUE_VALUE : FALSE_VALUE);
    }",TriStateBooleanStateSerializer.deserialize,https://github.com/prestodb/presto/blob/89de5e379d8f85e139d292b0add8c537a2a01a88/presto-main/src/main/java/com/facebook/presto/operator/aggregation/state/TriStateBooleanStateSerializer.java#L46-L50,1.4170947
k means clustering,"@Override
    public RetryDecision onReadTimeout(Statement statement, ConsistencyLevel cl, int requiredResponses, int receivedResponses, boolean dataRetrieved, int nbRetry)
    {
        return DefaultRetryPolicy.INSTANCE.onReadTimeout(statement, cl, requiredResponses, receivedResponses, dataRetrieved, nbRetry);
    }",BackoffRetryPolicy.onReadTimeout,https://github.com/prestodb/presto/blob/89de5e379d8f85e139d292b0add8c537a2a01a88/presto-cassandra/src/main/java/com/facebook/presto/cassandra/BackoffRetryPolicy.java#L52-L56,1.4165211
connect to sql,"public Graphviz yInvert(@Nullable Boolean yInvert) {
        return new Graphviz(src, rasterizer, width, height, scale, fontAdjust, options.yInvert(yInvert));
    }",Graphviz.yInvert,https://github.com/nidi3/graphviz-java/blob/b7c45ac6c3c28ff7938426f480cdfa5a446a2c47/graphviz-java/src/main/java/guru/nidi/graphviz/engine/Graphviz.java#L152-L154,1.3984982
connect to sql,"public IndexRequest sphereVersion(final Integer sphereVersion) {
        if (sphereVersion != null) {
            isTrueArgument(""sphereIndexVersion must be 1, 2 or 3"", VALID_SPHERE_INDEX_VERSIONS.contains(sphereVersion));
        }
        this.sphereVersion = sphereVersion;
        return this;
    }",IndexRequest.sphereVersion,https://github.com/mongodb/mongo-java-driver/blob/a92d47e2e9f2fca55d09229a0a2e2cdc714db085/driver-core/src/main/com/mongodb/bulk/IndexRequest.java#L326-L332,1.3983605
connect to sql,"public static RegisterableItemsFactory getFactory(BeanManager beanManager, AuditEventBuilder eventBuilder) {
        InjectableRegisterableItemsFactory instance = getInstanceByType(beanManager, InjectableRegisterableItemsFactory.class, new Annotation[]{});
        instance.setAuditBuilder(eventBuilder);
        return instance;
    }",InjectableRegisterableItemsFactory.getFactory,https://github.com/kiegroup/jbpm/blob/c3473c728aa382ebbea01e380c5e754a96647b82/jbpm-services/jbpm-services-cdi/src/main/java/org/jbpm/services/cdi/impl/manager/InjectableRegisterableItemsFactory.java#L321-L325,1.3979638
connect to sql,"@Override
  public Entity queryUnique(Transaction tx, Mapper mapper, Key ancestorKey, Filter... filters) {
    final PreparedQuery pq = prepare(mapper.getKind(), false, ancestorKey, null,
      null, false, null, false,
      null, filters);
    final Entity entity = pq.asSingleEntity();
    return entity;
  }",DatastoreSupplier.queryUnique,https://github.com/sosandstrom/mardao/blob/b77e3a2ac1d8932e0a3174f3645f71b211dfc055/mardao-gae/src/main/java/net/sf/mardao/dao/DatastoreSupplier.java#L132-L139,1.3975538
connect to sql,"@Override
  protected Search copy() {
    return new Search(bot(), query, what, searchInfo, props, namespaces);
  }",Search.copy,https://github.com/eldur/jwbf/blob/ee17ea2fa5a26f17c8332a094b2db86dd596d1ff/src/main/java/net/sourceforge/jwbf/mediawiki/actions/queries/Search.java#L129-L132,1.3974146
connect to sql,"public AST process(AST t) {
        // first visit
        List l = new ArrayList();
        traverse((GroovySourceAST)t,l,null);

        //System.out.println(""l:"" + l);
        // second visit
        Iterator itr = l.iterator();
        if (itr.hasNext()) { itr.next(); /* discard first */ }
        traverse((GroovySourceAST)t,null,itr);
        return t;
    }",AntlrASTProcessSnippets.process,https://github.com/apache/groovy/blob/71cf20addb611bb8d097a59e395fd20bc7f31772/src/main/java/org/codehaus/groovy/antlr/AntlrASTProcessSnippets.java#L43-L54,1.3970141
connect to sql,"public boolean doBlur() {
        boolean doBlur = waitToRender();
        if (doBlur) {
            doBlur = executor.blur(this);
            if (doBlur) {
                LOGGER.info(""blur on {}"", toString());
            } else {
                LOGGER.info(""Could not blur {}"", toString());
            }
        }
        return doBlur;
    }",WebLocator.doBlur,https://github.com/sdl/Testy/blob/b3ae061554016f926f04694a39ff00dab7576609/src/main/java/com/sdl/selenium/web/WebLocator.java#L294-L305,1.3964511
connect to sql,"protected static synchronized boolean isPresent() {
        if (m_Present == null) {
            try {
                SizeOfAgent.fullSizeOf(new Integer(1));
                m_Present = true;
            } catch (Throwable t) {
                m_Present = false;
            }
        }

        return m_Present;
    }",SizeOf.isPresent,https://github.com/Waikato/moa/blob/395982e5100bfe75a3a4d26115462ce2cc74cbb0/moa/src/main/java/moa/core/SizeOf.java#L41-L52,1.3960924
connect to sql,"private void showRightBar()
    {
        // Right vertical bar.
        Component bar = factory.createGripPanel(layout.getRightPaneWidthResizer(), true);

        frame.getContentPane().add(bar, DesktopAppLayout.RIGHT_VERTICAL_BAR);
    }",SwingMainWindow.showRightBar,https://github.com/rupertlssmith/lojix/blob/ad494dc8bce2345567de7689d42291d4b30fbd51/debugger/debug_ui_tools_swing/src/main/com/thesett/aima/logic/fol/wam/debugger/uifactory/impl/SwingMainWindow.java#L164-L170,1.3958255
connect to sql,"public static Sort getCommerceAccountSort(
		String orderByCol, String orderByType) {

		boolean reverse = true;

		if (orderByType.equals(""asc"")) {
			reverse = false;
		}

		Sort sort = null;

		if (orderByCol.equals(""name"")) {
			sort = SortFactoryUtil.create(""name_sortable"", reverse);
		}

		return sort;
	}",CommerceAccountPortletUtil.getCommerceAccountSort,https://github.com/liferay/com-liferay-commerce/blob/9e54362d7f59531fc684016ba49ee7cdc3a2f22b/commerce-account-web/src/main/java/com/liferay/commerce/account/web/internal/util/CommerceAccountPortletUtil.java#L29-L45,1.3953346
html encode string,"public static Expression equalTo(Expression input1, Expression input2) {
		return call(EQUALS, input1, input2);
	}",ExpressionBuilder.equalTo,https://github.com/apache/flink/blob/b62db93bf63cb3bb34dd03d611a779d9e3fc61ac/flink-table/flink-table-planner-blink/src/main/java/org/apache/flink/table/expressions/ExpressionBuilder.java#L111-L113,1.2154635
html encode string,"public void after(Filter filter) {
        addFilter(HttpMethod.after, FilterImpl.create(SparkUtils.ALL_PATHS, filter));
    }",Routable.after,https://github.com/perwendel/spark/blob/080fb1f9d6e580f6742e9589044c7420d3157b8b/src/main/java/spark/Routable.java#L282-L284,1.2130562
html encode string,"@Override
    public Match match(Context<? extends Input<?>> context, int startIndex, int endIndex, Match[] right) {
        return new EXMatch(this, eval, context, right, startIndex, endIndex);
    }",EXProduction.match,https://github.com/derari/cthul/blob/74a31e3cb6a94f5f25cc5253d1dbd42e19a17ebc/parser-lib/src/main/java/org/cthul/parser/grammar/earleyx/rule/EXProduction.java#L22-L25,1.212524
html encode string,"private void addBeforeAfterMethod(BeforeAfterMethod beforeAfterMethod)
	{
		BeforeAfterType type = beforeAfterMethod.getBeforeAfterType();
		if (!beforeAfterMethods.containsKey(type))
		{
			beforeAfterMethods.put(type, new ArrayList<BeforeAfterMethod>());
		}
		beforeAfterMethods.get(type).add(beforeAfterMethod);
	}",MethodMatcher.addBeforeAfterMethod,https://github.com/Eernie/JMoribus/blob/229a23ff7b9007e3056d3753ca6213ff8307930f/core/src/main/java/nl/eernie/jmoribus/matcher/MethodMatcher.java#L71-L79,1.2123581
html encode string,"public static void append(File file, Reader reader) throws IOException {
        append(file, reader, false);
    }",ResourceGroovyMethods.append,https://github.com/apache/groovy/blob/71cf20addb611bb8d097a59e395fd20bc7f31772/src/main/java/org/codehaus/groovy/runtime/ResourceGroovyMethods.java#L908-L910,1.2099242
html encode string,"@Override
    public void getArr(long byteIndex, byte[] target, int elemoff, int numElems) {
        unsafe.copyMemory(null,baseAdress+byteIndex,target, byteoff+elemoff,numElems);
    }",MallocBytez.getArr,https://github.com/RuedigerMoeller/fast-serialization/blob/59f8f800b79479d0b9c80901cf55903d9b027f26/src/main/java/org/nustaq/offheap/bytez/malloc/MallocBytez.java#L147-L150,1.2077782
html encode string,"@Override
    public INDArray pullRows(INDArray source, int sourceDimension, long[] indexes) {
        // FIXME: int cast
        return pullRows(source, sourceDimension, ArrayUtil.toInts(indexes));
    }",JCublasNDArrayFactory.pullRows,https://github.com/deeplearning4j/deeplearning4j/blob/effce52f2afd7eeb53c5bcca699fcd90bd06822f/nd4j/nd4j-backends/nd4j-backend-impls/nd4j-cuda/src/main/java/org/nd4j/linalg/jcublas/JCublasNDArrayFactory.java#L621-L625,1.2077755
html encode string,"public Motion turn(Angle angle, boolean clockwice)
    {
        return new Motion(speed, this.angle.add(angle, clockwice));
    }",Motion.turn,https://github.com/tvesalainen/util/blob/bba7a44689f638ffabc8be40a75bdc9a33676433/util/src/main/java/org/vesalainen/util/navi/Motion.java#L79-L82,1.2074715
html encode string,"public static void delta(int[] data) {
                for (int i = data.length - 1; i > 0; --i) {
                        data[i] -= data[i - 1];
                }
        }",Delta.delta,https://github.com/lemire/JavaFastPFOR/blob/ffeea61ab2fdb3854da7b0a557f8d22d674477f4/src/main/java/me/lemire/integercompression/differential/Delta.java#L24-L28,1.2071853
html encode string,"public void toJavaExpression(final XExpression obj, final ITreeAppendable appendable) {
		internalToJavaExpression(obj, appendable.trace(obj, true));
	}",AbstractXbaseCompiler.toJavaExpression,https://github.com/eclipse/xtext-extras/blob/451359541295323a29f5855e633f770cec02069a/org.eclipse.xtext.xbase/src/org/eclipse/xtext/xbase/compiler/AbstractXbaseCompiler.java#L480-L482,1.2070589
finding time elapsed using a timer,"public Shape transform(Transform transform) {
        checkPoints();
        
        Polygon resultPolygon = new Polygon();
        
        float result[] = new float[points.length];
        transform.transform(points, 0, result, 0, points.length / 2);
        resultPolygon.points = result;
        resultPolygon.checkPoints();

        return resultPolygon;
    }",Ellipse.transform,https://github.com/nguillaumin/slick2d-maven/blob/8251f88a0ed6a70e726d2468842455cd1f80893f/slick2d-core/src/main/java/org/newdawn/slick/geom/Ellipse.java#L168-L179,1.2764205
finding time elapsed using a timer,"public AbstractChart<T, S> setLineWidth(Integer width) {
		getChartConfiguration().seriesDefaultsInstance().rendererOptionsInstance()
				.setLineWidth(width);
		return this;
	}",AbstractChart.setLineWidth,https://github.com/inaiat/jqplot4java/blob/35bcd17749442e88695df0438c8330a65a3977cc/src/main/java/br/com/digilabs/jqplot/chart/AbstractChart.java#L338-L342,1.2697335
finding time elapsed using a timer,"@SuppressWarnings(""rawtypes"")
    private com.squareup.okhttp.Call getUniverseRegionsValidateBeforeCall(String datasource, String ifNoneMatch,
            final ApiCallback callback) throws ApiException {

        com.squareup.okhttp.Call call = getUniverseRegionsCall(datasource, ifNoneMatch, callback);
        return call;

    }",UniverseApi.getUniverseRegionsValidateBeforeCall,https://github.com/burberius/eve-esi/blob/24a941c592cfc15f23471ef849b282fbc582ca13/src/main/java/net/troja/eve/esi/api/UniverseApi.java#L2443-L2450,1.2690217
finding time elapsed using a timer,"@Nonnull
  public static BootstrapBreadcrumb getBreadcrumb (@Nonnull final ILayoutExecutionContext aLEC)
  {
    final BootstrapBreadcrumb aBreadcrumbs = BootstrapBreadcrumbProvider.createBreadcrumb (aLEC);
    aBreadcrumbs.addClasses (CBootstrapCSS.D_NONE, CBootstrapCSS.D_SM_BLOCK);
    return aBreadcrumbs;
  }",BootstrapPageRenderer.getBreadcrumb,https://github.com/phax/ph-oton/blob/f3aaacbbc02a9f3e4f32fe8db8e4adf7b9c1d3ef/ph-oton-bootstrap4-uictrls/src/main/java/com/helger/photon/bootstrap4/uictrls/ext/BootstrapPageRenderer.java#L59-L65,1.2679305
finding time elapsed using a timer,"public void handleStandaloneElementEnd(
            final char[] buffer,
            final int nameOffset, final int nameLen,
            final boolean minimized,
            final int line, final int col)
            throws ParseException {

        this.elementRead = true;
        getNext().handleStandaloneElementEnd(buffer, nameOffset, nameLen, minimized, line, col);

    }",MarkupEventProcessorHandler.handleStandaloneElementEnd,https://github.com/attoparser/attoparser/blob/d2e8c1d822e290b0ce0242aff6e56ebdb9ca74b0/src/main/java/org/attoparser/MarkupEventProcessorHandler.java#L319-L329,1.2661887
finding time elapsed using a timer,"public MessageBuilder stripMentions(JDA jda)
    {
        // Note: Users can rename to ""everyone"" or ""here"", so those
        // should be stripped after the USER mention is stripped.
        return this.stripMentions(jda, null, Message.MentionType.values());
    }",MessageBuilder.stripMentions,https://github.com/DV8FromTheWorld/JDA/blob/8ecbbe354d03f6bf448411bba573d0d4c268b560/src/main/java/net/dv8tion/jda/core/MessageBuilder.java#L451-L456,1.2648755
finding time elapsed using a timer,"@Bean(name = FIELDS_REQUEST_BUILDER_BEAN_NAME)
    @Scope(ConfigurableBeanFactory.SCOPE_PROTOTYPE)
    @ConditionalOnMissingBean(name = FIELDS_REQUEST_BUILDER_BEAN_NAME)
    public HodFieldsRequestBuilder fieldsRequestBuilder() {
        return HodFieldsRequestImpl.builder();
    }",HodRequestBuilderConfiguration.fieldsRequestBuilder,https://github.com/microfocus-idol/haven-search-components/blob/6f5df74ba67ec0d3f86e73bc1dd0d6edd01a8e44/hod/src/main/java/com/hp/autonomy/searchcomponents/hod/requests/HodRequestBuilderConfiguration.java#L69-L74,1.2643045
finding time elapsed using a timer,"@Override
    public ClientAuthentication getClientAuthentication() {
        if (BASIC_AUTH_AUTHENTICATION_METHOD.equalsIgnoreCase(clientAuthenticationMethod)) {
            return HttpBasicAuthenticationScheme.instance();
        } else if (REQUEST_BODY_AUTHENTICATION_METHOD.equalsIgnoreCase(clientAuthenticationMethod)) {
            return RequestBodyAuthenticationScheme.instance();
        } else {
            throw new TechnicalException(""Unsupported client authentication method: "" + clientAuthenticationMethod);
        }
    }",GenericApi20.getClientAuthentication,https://github.com/pac4j/pac4j/blob/d9cd029f8783792b31dd48bf1e32f80628f2c4a3/pac4j-oauth/src/main/java/org/pac4j/scribe/builder/api/GenericApi20.java#L59-L68,1.2640668
finding time elapsed using a timer,"public static SecureStorage createSecureStorage(Main main) throws IllegalAccessException {
        if (!exists) {
            SecureStorage secureStorage = new SecureStorageImpl(main);
            exists = true;
            SecureStorageImpl.secureStorage = secureStorage;
            return secureStorage;
        }

        throw new IllegalAccessException(""Cannot create more than one instance of IzouSecurityManager"");
    }",SecureStorageImpl.createSecureStorage,https://github.com/intellimate/Izou/blob/40a808b97998e17655c4a78e30ce7326148aed27/src/main/java/org/intellimate/izou/security/storage/SecureStorageImpl.java#L44-L53,1.263791
finding time elapsed using a timer,"public void initialize(final StandaloneCatalog catalog, final PriceOverride priceOverride, final InternalCallContextFactory internalCallContextFactory) {
        super.initialize(catalog);
        this.priceOverride = priceOverride;
        this.internalCallContextFactory = internalCallContextFactory;
    }",StandaloneCatalogWithPriceOverride.initialize,https://github.com/killbill/killbill/blob/6457b485fb32a182c76197a83f428123331f1380/catalog/src/main/java/org/killbill/billing/catalog/StandaloneCatalogWithPriceOverride.java#L144-L148,1.2636175
parse binary file to custom class,"@Override
	public Response<List<GetValue>> getKVValues(String keyPrefix, QueryParams queryParams) {
		return getKVValues(keyPrefix, null, queryParams);
	}",KeyValueConsulClient.getKVValues,https://github.com/Ecwid/consul-api/blob/edd9d5fe7346fd2d552a2b86118ee3cf8ca71698/src/main/java/com/ecwid/consul/v1/kv/KeyValueConsulClient.java#L141-L144,1.3761817
parse binary file to custom class,"@RequestMapping(params = ""form"", method = RequestMethod.GET)
	public String createForm(@ModelAttribute Message message) {
		return ""messages/compose"";
	}",MessageController.createForm,https://github.com/spring-projects/spring-security/blob/98a8467e4c2ae05b3e09c67ece856944fa48ed23/samples/javaconfig/messages/src/main/java/org/springframework/security/samples/mvc/MessageController.java#L60-L63,1.3704901
parse binary file to custom class,"public synchronized void cancelThreadDecoding(Thread t) {
        ThreadStatus status = getOrCreateThreadStatus(t);
        status.mState = State.CANCEL;
        if (status.mOptions != null) {
            status.mOptions.requestCancelDecode();
        }

        // Wake up threads in waiting list
        notifyAll();
    }",BitmapManager.cancelThreadDecoding,https://github.com/1gravity/Android-RTEditor/blob/9d8fb4bb865b3b3d011e7633afedcdfb8d21754f/RTEditor/src/main/java/com/onegravity/rteditor/media/crop/BitmapManager.java#L158-L167,1.3672262
parse binary file to custom class,"private void parkAccount(final UUID accountId, final InternalCallContext context) {
        try {
            parkedAccountsManager.parkAccount(accountId, context);
        } catch (final TagApiException ignored) {
            log.warn(""Unable to park account"", ignored);
        }
    }",InvoiceDispatcher.parkAccount,https://github.com/killbill/killbill/blob/6457b485fb32a182c76197a83f428123331f1380/invoice/src/main/java/org/killbill/billing/invoice/InvoiceDispatcher.java#L495-L501,1.3651388
parse binary file to custom class,"public com.google.api.ads.admanager.axis.v201811.ApiFramework getApiFramework() {
        return apiFramework;
    }",FlashOverlayCreative.getApiFramework,https://github.com/googleads/googleads-java-lib/blob/967957cc4f6076514e3a7926fe653e4f1f7cc9c9/modules/dfp_axis/src/main/java/com/google/api/ads/admanager/axis/v201811/FlashOverlayCreative.java#L254-L256,1.3650893
parse binary file to custom class,"private Response<List<GetValue>> getRaw(QueryParams params) {
        return client.getKVValues(rootPath, params);
    }",ConsulWatchedConfigurationSource.getRaw,https://github.com/boundary/archaius-consul/blob/4b9d080c3c354ad065d71851e9b7f1a710384471/src/main/java/com/boundary/config/ConsulWatchedConfigurationSource.java#L46-L48,1.3643754
parse binary file to custom class,"public Criteria<T> queryAllStrict(SearchModel search) {
        Query<T> query = new Query<>(new TransformerImpl<T>(this.currentSession()));
        return query.createCriteria(this.getEntityClass(), search);
    }",BaseDao.queryAllStrict,https://github.com/robeio/robe/blob/a0a8c7cebd1f70f78cf24a66a002859e937badfe/robe-hibernate/src/main/java/io/robe/hibernate/dao/BaseDao.java#L49-L52,1.3640754
parse binary file to custom class,"void onMouseUp(double time, float x, float y) {
    onPointerEnd(new Event.Impl(new Events.Flags.Impl(), time, x, y, false), false);
    mouseDown = false;
  }",JavaPointer.onMouseUp,https://github.com/threerings/playn/blob/c266eeb39188dcada4b00992a0d1199759e03d42/java/src/playn/java/JavaPointer.java#L30-L33,1.3631612
parse binary file to custom class,"protected String deriveResponseEncoding() {
        final String encoding = LaRequestUtil.getRequest().getCharacterEncoding();
        return encoding != null ? encoding : getResponseDefaultEncoding();
    }",SimpleResponseManager.deriveResponseEncoding,https://github.com/lastaflute/lastaflute/blob/17b56dda8322e4c6d79043532c1dda917d6b60a8/src/main/java/org/lastaflute/web/servlet/request/SimpleResponseManager.java#L226-L229,1.3627932
parse binary file to custom class,"@Override
    public Card getBoardCard(String boardId, String cardId, Argument... args) {
        Card card = get(createUrl(GET_BOARD_CARD).params(args).asString(), Card.class, boardId, cardId);
        card.setInternalTrello(this);
        return card;
    }",TrelloImpl.getBoardCard,https://github.com/taskadapter/trello-java-wrapper/blob/70d57a890e54307eab81659a3d420d05ea48bd5d/src/main/java/com/julienvey/trello/impl/TrelloImpl.java#L146-L151,1.3627348
get current ip address,"public static Container getContainerByDeployableContainer(ContainerRegistry registry, DeployableContainer<?> dc) {
        for (Container container : registry.getContainers()) {
            if (dc == container.getDeployableContainer()) {
                return container;
            }
        }
        return null;
    }",ContainerUtil.getContainerByDeployableContainer,https://github.com/arquillian/arquillian-cube/blob/ce6b08062cc6ba2a68ecc29606bbae9acda5be13/core/src/main/java/org/arquillian/cube/impl/util/ContainerUtil.java#L10-L17,1.2226281
get current ip address,"private static byte[] short2BytesLittleEndian(final short value, final byte[] b, final int iBeginOffset) {
    b[iBeginOffset + 1] = (byte) ((value >>> 8) & 0xFF);
    b[iBeginOffset] = (byte) (value & 0xFF);
    return b;
  }",OSafeBinaryConverter.short2BytesLittleEndian,https://github.com/orientechnologies/orientdb/blob/d970b12033f0462f0239ea0ad8ed41207e6e26f1/core/src/main/java/com/orientechnologies/common/serialization/OSafeBinaryConverter.java#L98-L102,1.2201856
get current ip address,"public Matrix4x3d translate(Vector3dc offset) {
        return translate(offset.x(), offset.y(), offset.z());
    }",Matrix4x3d.translate,https://github.com/JOML-CI/JOML/blob/ce2652fc236b42bda3875c591f8e6645048a678f/src/org/joml/Matrix4x3d.java#L3816-L3818,1.2194189
get current ip address,"public Object call(Collection coll, Closure c) {
        return jsonBuilder.call(coll, c);
    }",YamlBuilder.call,https://github.com/apache/groovy/blob/71cf20addb611bb8d097a59e395fd20bc7f31772/subprojects/groovy-yaml/src/main/java/groovy/yaml/YamlBuilder.java#L152-L154,1.2185943
get current ip address,"@Override
	public Boolean getbit(String key, long offset) {
		return this.getRedis(key).getbit(key, offset);
	}",RedisHashImpl.getbit,https://github.com/tanhaichao/leopard-data/blob/2fae872f34f68ca6a23bcfe4554d47821b503281/leopard-redis/src/main/java/io/leopard/redis/RedisHashImpl.java#L252-L255,1.2182547
get current ip address,"public char[] readNumber(  ) {
        char [] results =  CharScanner.readNumber( chars, index);
        index += results.length;
        return results;
    }",CharArrayCharacterSource.readNumber,https://github.com/boonproject/boon/blob/9bc6870dbe5dd58c45c18d8edb493e8efc089463/boon/src/main/java/org/boon/primitive/CharArrayCharacterSource.java#L106-L110,1.2181821
get current ip address,"public static int cudaMemcpyArrayToArray(cudaArray dst, long wOffsetDst, long hOffsetDst, cudaArray src, long wOffsetSrc, long hOffsetSrc, long count, int cudaMemcpyKind_kind)
    {
        return checkResult(cudaMemcpyArrayToArrayNative(dst, wOffsetDst, hOffsetDst, src, wOffsetSrc, hOffsetSrc, count, cudaMemcpyKind_kind));
    }",JCuda.cudaMemcpyArrayToArray,https://github.com/jcuda/jcuda/blob/468528b5b9b37dfceb6ed83fcfd889e9b359f984/JCudaJava/src/main/java/jcuda/runtime/JCuda.java#L4889-L4892,1.2179282
